Date,Fiscal_Year,Month,Operation_ID,Site,Cost_Category,Cost_Subcategory,Description,Quantity,Unit,Unit_Cost,Total_Cost,Vendor,Production_Phase,Pig_Group_ID,Notes
8/6/2025,2025,8,OP-2025-001,Site C,Labor,Contract Labor,Contract Labor expense,51.3,unit,11.89,609.96,Farm Services LLC,Gilt Development,PG-5451,Dummy data for student testing
11/20/2025,2025,11,OP-2025-001,Site C,Labor,Hourly Labor,Hourly Labor expense,353.91,unit,7.29,2580,VetHealth Inc,Breeding,PG-6109,Dummy data for student testing
2/20/2025,2025,2,OP-2025-001,Site C,Labor,Contract Labor,Contract Labor expense,467.25,unit,41.69,19479.65,AgriFeed Co,Nursery,PG-6732,Dummy data for student testing
12/12/2025,2025,12,OP-2025-001,Site C,Transportation,Market Delivery,Market Delivery expense,63.21,unit,41.48,2621.95,Midwest Transport,Gilt Development,PG-3708,Dummy data for student testing
11/5/2025,2025,11,OP-2025-001,Site A,Feed,Nursery Feed,Nursery Feed expense,401.62,unit,0.71,285.15,Midwest Transport,Finishing,PG-1536,Dummy data for student testing
3/31/2025,2025,3,OP-2025-001,Site B,Health,Vaccines,Vaccines expense,173.83,unit,15.94,2770.85,Midwest Transport,Breeding,PG-7783,Dummy data for student testing
12/30/2025,2025,12,OP-2025-001,Site B,Health,Medications,Medications expense,124.86,unit,26.2,3271.33,Utility Provider,Gilt Development,PG-7320,Dummy data for student testing
10/12/2025,2025,10,OP-2025-001,Site A,Overhead,Professional Services,Professional Services expense,316.5,unit,1.08,341.82,AgriFeed Co,Finishing,PG-5944,Dummy data for student testing
3/25/2025,2025,3,OP-2025-001,Site C,Feed,Sow Feed,Sow Feed expense,279.1,unit,38.8,10829.08,Utility Provider,Gilt Development,PG-7704,Dummy data for student testing
11/23/2025,2025,11,OP-2025-001,Site C,Feed,Feed Delivery,Feed Delivery expense,34.47,unit,33.87,1167.5,Midwest Transport,Nursery,PG-3079,Dummy data for student testing
6/7/2025,2025,6,OP-2025-001,Site C,Labor,Hourly Labor,Hourly Labor expense,19.24,unit,21.51,413.85,VetHealth Inc,Breeding,PG-6490,Dummy data for student testing
6/24/2025,2025,6,OP-2025-001,Site B,Animal,Gilt Development,Gilt Development expense,267.69,unit,21.91,5865.09,Midwest Transport,Finishing,PG-7016,Dummy data for student testing
9/21/2025,2025,9,OP-2025-001,Site B,Labor,Payroll Burden,Payroll Burden expense,473.11,unit,17.11,8094.91,Midwest Transport,Nursery,PG-7305,Dummy data for student testing
3/28/2025,2025,3,OP-2025-001,Site A,Overhead,Software & Technology,Software & Technology expense,433.63,unit,18.66,8091.54,Midwest Transport,Gilt Development,PG-9519,Dummy data for student testing
2/23/2025,2025,2,OP-2025-001,Site C,Feed,Finisher Feed,Finisher Feed expense,285.15,unit,39.99,11403.15,VetHealth Inc,Finishing,PG-3143,Dummy data for student testing
3/29/2025,2025,3,OP-2025-001,Site A,Transportation,Market Delivery,Market Delivery expense,427.99,unit,37.44,16023.95,Utility Provider,Nursery,PG-1822,Dummy data for student testing
1/7/2025,2025,1,OP-2025-001,Site A,Animal,Genetics/Semen,Genetics/Semen expense,368.22,unit,38.24,14080.73,Midwest Transport,Gilt Development,PG-2308,Dummy data for student testing
7/7/2025,2025,7,OP-2025-001,Site C,Animal,Gilt Development,Gilt Development expense,455.4,unit,28.3,12887.82,VetHealth Inc,Finishing,PG-2409,Dummy data for student testing
7/14/2025,2025,7,OP-2025-001,Site B,Overhead,Professional Services,Professional Services expense,134.76,unit,28.27,3809.67,AgriFeed Co,Nursery,PG-8083,Dummy data for student testing
12/21/2025,2025,12,OP-2025-001,Site B,Facilities,Repairs & Maintenance,Repairs & Maintenance expense,382.04,unit,6.74,2574.95,Midwest Transport,Nursery,PG-5223,Dummy data for student testing
8/12/2025,2025,8,OP-2025-001,Site B,Feed,Nursery Feed,Nursery Feed expense,12.21,unit,12.46,152.14,Utility Provider,Breeding,PG-8368,Dummy data for student testing
9/3/2025,2025,9,OP-2025-001,Site A,Transportation,Pig Hauling,Pig Hauling expense,211.43,unit,6.39,1351.04,Utility Provider,Nursery,PG-9996,Dummy data for student testing
3/16/2025,2025,3,OP-2025-001,Site A,Transportation,Market Delivery,Market Delivery expense,265.3,unit,36.77,9755.08,VetHealth Inc,Breeding,PG-6796,Dummy data for student testing
6/2/2025,2025,6,OP-2025-001,Site B,Transportation,Market Delivery,Market Delivery expense,360.38,unit,5.24,1888.39,Utility Provider,Finishing,PG-8992,Dummy data for student testing
10/14/2025,2025,10,OP-2025-001,Site A,Transportation,Pig Hauling,Pig Hauling expense,299.11,unit,27.22,8141.77,Utility Provider,Finishing,PG-3969,Dummy data for student testing
7/9/2025,2025,7,OP-2025-001,Site C,Animal,Gilt Development,Gilt Development expense,24.44,unit,7.9,193.08,AgriFeed Co,Finishing,PG-5788,Dummy data for student testing
10/19/2025,2025,10,OP-2025-001,Site C,Health,Vaccines,Vaccines expense,35.06,unit,37.75,1323.52,Farm Services LLC,Breeding,PG-9378,Dummy data for student testing
10/22/2025,2025,10,OP-2025-001,Site B,Health,Vaccines,Vaccines expense,238.55,unit,30.03,7163.66,Utility Provider,Gilt Development,PG-6408,Dummy data for student testing
9/7/2025,2025,9,OP-2025-001,Site C,Facilities,Manure Handling,Manure Handling expense,131.87,unit,26.98,3557.85,AgriFeed Co,Nursery,PG-8674,Dummy data for student testing
12/31/2025,2025,12,OP-2025-001,Site A,Health,Vaccines,Vaccines expense,312.04,unit,21.6,6740.06,AgriFeed Co,Gilt Development,PG-6136,Dummy data for student testing
5/9/2025,2025,5,OP-2025-001,Site C,Feed,Sow Feed,Sow Feed expense,344.51,unit,19.85,6838.52,Midwest Transport,Finishing,PG-2252,Dummy data for student testing
4/18/2025,2025,4,OP-2025-001,Site C,Facilities,Manure Handling,Manure Handling expense,136.8,unit,26.77,3662.14,Utility Provider,Gilt Development,PG-5090,Dummy data for student testing
11/1/2025,2025,11,OP-2025-001,Site C,Labor,Hourly Labor,Hourly Labor expense,475.17,unit,20.35,9669.71,Farm Services LLC,Nursery,PG-9407,Dummy data for student testing
12/5/2025,2025,12,OP-2025-001,Site B,Overhead,Insurance,Insurance expense,379.76,unit,32.72,12425.75,AgriFeed Co,Nursery,PG-6387,Dummy data for student testing
5/23/2025,2025,5,OP-2025-001,Site B,Health,Vaccines,Vaccines expense,26.75,unit,30.31,810.79,AgriFeed Co,Finishing,PG-6913,Dummy data for student testing
3/27/2025,2025,3,OP-2025-001,Site A,Animal,Genetics/Semen,Genetics/Semen expense,17.94,unit,31.54,565.83,Midwest Transport,Gilt Development,PG-9007,Dummy data for student testing
11/11/2025,2025,11,OP-2025-001,Site C,Overhead,Insurance,Insurance expense,237.63,unit,38.86,9234.3,Midwest Transport,Nursery,PG-2466,Dummy data for student testing
4/13/2025,2025,4,OP-2025-001,Site A,Feed,Nursery Feed,Nursery Feed expense,298.54,unit,10.74,3206.32,VetHealth Inc,Finishing,PG-3983,Dummy data for student testing
7/2/2025,2025,7,OP-2025-001,Site A,Overhead,Professional Services,Professional Services expense,158.33,unit,24.51,3880.67,AgriFeed Co,Breeding,PG-9684,Dummy data for student testing
4/18/2025,2025,4,OP-2025-001,Site B,Transportation,Market Delivery,Market Delivery expense,13.18,unit,39.22,516.92,Midwest Transport,Finishing,PG-4810,Dummy data for student testing
2/8/2025,2025,2,OP-2025-001,Site B,Transportation,Market Delivery,Market Delivery expense,27.29,unit,4.44,121.17,Utility Provider,Gilt Development,PG-1271,Dummy data for student testing
8/24/2025,2025,8,OP-2025-001,Site C,Overhead,Insurance,Insurance expense,384.37,unit,19.09,7337.62,Farm Services LLC,Breeding,PG-4760,Dummy data for student testing
1/3/2025,2025,1,OP-2025-001,Site B,Labor,Contract Labor,Contract Labor expense,149.2,unit,38.45,5736.74,Utility Provider,Breeding,PG-9623,Dummy data for student testing
7/12/2025,2025,7,OP-2025-001,Site A,Labor,Contract Labor,Contract Labor expense,23.51,unit,5.37,126.25,Farm Services LLC,Gilt Development,PG-2828,Dummy data for student testing
3/2/2025,2025,3,OP-2025-001,Site C,Labor,Payroll Burden,Payroll Burden expense,294.69,unit,44.21,13028.24,Midwest Transport,Nursery,PG-2868,Dummy data for student testing
8/14/2025,2025,8,OP-2025-001,Site A,Feed,Finisher Feed,Finisher Feed expense,495.59,unit,10.81,5357.33,Utility Provider,Finishing,PG-4564,Dummy data for student testing
11/26/2025,2025,11,OP-2025-001,Site B,Health,Vaccines,Vaccines expense,192.66,unit,2.13,410.37,Midwest Transport,Gilt Development,PG-4845,Dummy data for student testing
1/5/2025,2025,1,OP-2025-001,Site C,Labor,Contract Labor,Contract Labor expense,484.58,unit,39.83,19300.82,Farm Services LLC,Nursery,PG-8657,Dummy data for student testing
6/27/2025,2025,6,OP-2025-001,Site C,Animal,Gilt Development,Gilt Development expense,498.17,unit,40.44,20145.99,Utility Provider,Gilt Development,PG-1892,Dummy data for student testing
3/30/2025,2025,3,OP-2025-001,Site A,Feed,Feed Delivery,Feed Delivery expense,290.46,unit,4.57,1327.4,Midwest Transport,Finishing,PG-2218,Dummy data for student testing
8/14/2025,2025,8,OP-2025-001,Site A,Facilities,Repairs & Maintenance,Repairs & Maintenance expense,404.95,unit,29.66,12010.82,Midwest Transport,Finishing,PG-8291,Dummy data for student testing
2/7/2025,2025,2,OP-2025-001,Site A,Health,Vet Services,Vet Services expense,25.34,unit,24.2,613.23,Farm Services LLC,Gilt Development,PG-4020,Dummy data for student testing
10/11/2025,2025,10,OP-2025-001,Site B,Labor,Hourly Labor,Hourly Labor expense,425.75,unit,22.53,9592.15,Utility Provider,Finishing,PG-3745,Dummy data for student testing
11/19/2025,2025,11,OP-2025-001,Site B,Animal,Mortality Disposal,Mortality Disposal expense,283.3,unit,12.38,3507.25,Midwest Transport,Gilt Development,PG-4239,Dummy data for student testing
4/2/2025,2025,4,OP-2025-001,Site C,Feed,Finisher Feed,Finisher Feed expense,433.78,unit,32.02,13889.64,Utility Provider,Breeding,PG-5286,Dummy data for student testing
6/4/2025,2025,6,OP-2025-001,Site B,Transportation,Market Delivery,Market Delivery expense,80.14,unit,39.7,3181.56,AgriFeed Co,Finishing,PG-6150,Dummy data for student testing
1/23/2025,2025,1,OP-2025-001,Site C,Animal,Gilt Development,Gilt Development expense,410.15,unit,10.67,4376.3,VetHealth Inc,Gilt Development,PG-9780,Dummy data for student testing
1/12/2025,2025,1,OP-2025-001,Site A,Overhead,Software & Technology,Software & Technology expense,144.23,unit,27.95,4031.23,AgriFeed Co,Breeding,PG-8009,Dummy data for student testing
7/7/2025,2025,7,OP-2025-001,Site C,Labor,Payroll Burden,Payroll Burden expense,65.1,unit,13.11,853.46,VetHealth Inc,Breeding,PG-2435,Dummy data for student testing
3/1/2025,2025,3,OP-2025-001,Site B,Overhead,Software & Technology,Software & Technology expense,377.1,unit,35.6,13424.76,Farm Services LLC,Finishing,PG-2040,Dummy data for student testing
1/12/2025,2025,1,OP-2025-001,Site B,Transportation,Pig Hauling,Pig Hauling expense,291.5,unit,15.89,4631.94,Midwest Transport,Nursery,PG-3353,Dummy data for student testing
9/27/2025,2025,9,OP-2025-001,Site A,Overhead,Insurance,Insurance expense,223.53,unit,29.32,6553.9,Farm Services LLC,Finishing,PG-9220,Dummy data for student testing
2/2/2025,2025,2,OP-2025-001,Site B,Transportation,Pig Hauling,Pig Hauling expense,244.83,unit,34.78,8515.19,VetHealth Inc,Nursery,PG-4356,Dummy data for student testing
1/4/2025,2025,1,OP-2025-001,Site C,Feed,Finisher Feed,Finisher Feed expense,226.24,unit,7.78,1760.15,Utility Provider,Breeding,PG-2098,Dummy data for student testing
10/15/2025,2025,10,OP-2025-001,Site C,Animal,Genetics/Semen,Genetics/Semen expense,340.57,unit,29.63,10091.09,Midwest Transport,Breeding,PG-1988,Dummy data for student testing
1/21/2025,2025,1,OP-2025-001,Site A,Overhead,Insurance,Insurance expense,319.62,unit,18.19,5813.89,Utility Provider,Finishing,PG-6626,Dummy data for student testing
9/14/2025,2025,9,OP-2025-001,Site C,Animal,Mortality Disposal,Mortality Disposal expense,362.49,unit,33.69,12212.29,AgriFeed Co,Breeding,PG-1791,Dummy data for student testing
1/12/2025,2025,1,OP-2025-001,Site B,Animal,Genetics/Semen,Genetics/Semen expense,236.29,unit,24.67,5829.27,AgriFeed Co,Breeding,PG-4676,Dummy data for student testing
11/5/2025,2025,11,OP-2025-001,Site C,Overhead,Professional Services,Professional Services expense,422.55,unit,34.37,14523.04,Utility Provider,Gilt Development,PG-7059,Dummy data for student testing
6/30/2025,2025,6,OP-2025-001,Site A,Facilities,Repairs & Maintenance,Repairs & Maintenance expense,308.71,unit,35.95,11098.12,AgriFeed Co,Nursery,PG-2875,Dummy data for student testing
8/16/2025,2025,8,OP-2025-001,Site B,Feed,Nursery Feed,Nursery Feed expense,113.54,unit,7.66,869.72,Utility Provider,Breeding,PG-3433,Dummy data for student testing
12/10/2025,2025,12,OP-2025-001,Site B,Health,Biosecurity Supplies,Biosecurity Supplies expense,228.15,unit,1.02,232.71,VetHealth Inc,Nursery,PG-9357,Dummy data for student testing
2/1/2025,2025,2,OP-2025-001,Site A,Health,Vet Services,Vet Services expense,378.77,unit,42.89,16245.45,Midwest Transport,Nursery,PG-4762,Dummy data for student testing
3/29/2025,2025,3,OP-2025-001,Site C,Feed,Sow Feed,Sow Feed expense,52.29,unit,25.91,1354.83,Farm Services LLC,Gilt Development,PG-3720,Dummy data for student testing
7/21/2025,2025,7,OP-2025-001,Site A,Animal,Mortality Disposal,Mortality Disposal expense,37.14,unit,24.27,901.39,Utility Provider,Nursery,PG-7732,Dummy data for student testing
4/26/2025,2025,4,OP-2025-001,Site B,Animal,Gilt Development,Gilt Development expense,161.73,unit,44,7116.12,VetHealth Inc,Nursery,PG-4041,Dummy data for student testing
4/16/2025,2025,4,OP-2025-001,Site C,Overhead,Insurance,Insurance expense,475.82,unit,6.03,2869.19,AgriFeed Co,Nursery,PG-4144,Dummy data for student testing
12/25/2025,2025,12,OP-2025-001,Site B,Overhead,Insurance,Insurance expense,354.82,unit,39.26,13930.23,Farm Services LLC,Nursery,PG-9442,Dummy data for student testing
1/7/2025,2025,1,OP-2025-001,Site B,Health,Biosecurity Supplies,Biosecurity Supplies expense,276.95,unit,27.09,7502.58,VetHealth Inc,Finishing,PG-1514,Dummy data for student testing
5/7/2025,2025,5,OP-2025-001,Site B,Feed,Feed Delivery,Feed Delivery expense,366.06,unit,4.13,1511.83,Farm Services LLC,Finishing,PG-2560,Dummy data for student testing
10/28/2025,2025,10,OP-2025-001,Site A,Health,Vaccines,Vaccines expense,165.18,unit,21.42,3538.16,Utility Provider,Finishing,PG-3356,Dummy data for student testing
7/2/2025,2025,7,OP-2025-001,Site B,Health,Biosecurity Supplies,Biosecurity Supplies expense,278.13,unit,32.5,9039.23,Utility Provider,Gilt Development,PG-9503,Dummy data for student testing
12/27/2025,2025,12,OP-2025-001,Site A,Health,Medications,Medications expense,41.68,unit,18.45,769,Utility Provider,Nursery,PG-7078,Dummy data for student testing
7/26/2025,2025,7,OP-2025-001,Site C,Feed,Finisher Feed,Finisher Feed expense,231.85,unit,39.14,9074.61,VetHealth Inc,Breeding,PG-3071,Dummy data for student testing
10/20/2025,2025,10,OP-2025-001,Site B,Facilities,Barn Supplies,Barn Supplies expense,186.15,unit,44.45,8274.37,AgriFeed Co,Finishing,PG-5703,Dummy data for student testing
4/15/2025,2025,4,OP-2025-001,Site B,Facilities,Repairs & Maintenance,Repairs & Maintenance expense,362.9,unit,22.16,8041.86,VetHealth Inc,Gilt Development,PG-2394,Dummy data for student testing
7/5/2025,2025,7,OP-2025-001,Site A,Transportation,Pig Hauling,Pig Hauling expense,106.12,unit,28.22,2994.71,AgriFeed Co,Finishing,PG-4591,Dummy data for student testing
4/10/2025,2025,4,OP-2025-001,Site B,Transportation,Pig Hauling,Pig Hauling expense,316.64,unit,17.09,5411.38,Utility Provider,Breeding,PG-5648,Dummy data for student testing
11/14/2025,2025,11,OP-2025-001,Site C,Transportation,Market Delivery,Market Delivery expense,203.11,unit,26.88,5459.6,AgriFeed Co,Gilt Development,PG-9321,Dummy data for student testing
8/19/2025,2025,8,OP-2025-001,Site B,Transportation,Pig Hauling,Pig Hauling expense,196.15,unit,43.64,8559.99,Midwest Transport,Breeding,PG-5356,Dummy data for student testing
6/13/2025,2025,6,OP-2025-001,Site C,Labor,Payroll Burden,Payroll Burden expense,227.44,unit,11,2501.84,VetHealth Inc,Breeding,PG-6897,Dummy data for student testing
11/28/2025,2025,11,OP-2025-001,Site C,Transportation,Pig Hauling,Pig Hauling expense,216.01,unit,11.57,2499.24,Farm Services LLC,Breeding,PG-1575,Dummy data for student testing
10/11/2025,2025,10,OP-2025-001,Site A,Feed,Finisher Feed,Finisher Feed expense,368.46,unit,30.04,11068.54,AgriFeed Co,Breeding,PG-3203,Dummy data for student testing
7/26/2025,2025,7,OP-2025-001,Site B,Transportation,Market Delivery,Market Delivery expense,270.41,unit,2.02,546.23,VetHealth Inc,Breeding,PG-1281,Dummy data for student testing
10/12/2025,2025,10,OP-2025-001,Site C,Feed,Finisher Feed,Finisher Feed expense,113.13,unit,8.51,962.74,Utility Provider,Breeding,PG-2229,Dummy data for student testing
1/12/2025,2025,1,OP-2025-001,Site C,Animal,Mortality Disposal,Mortality Disposal expense,493.33,unit,43.45,21435.19,VetHealth Inc,Breeding,PG-8473,Dummy data for student testing
10/12/2025,2025,10,OP-2025-001,Site B,Feed,Finisher Feed,Finisher Feed expense,227.92,unit,23.44,5342.44,Farm Services LLC,Nursery,PG-7294,Dummy data for student testing
5/6/2025,2025,5,OP-2025-001,Site B,Labor,Contract Labor,Contract Labor expense,101.72,unit,30.47,3099.41,Utility Provider,Breeding,PG-7812,Dummy data for student testing
12/18/2025,2025,12,OP-2025-001,Site A,Transportation,Pig Hauling,Pig Hauling expense,481.71,unit,11.86,5713.08,VetHealth Inc,Finishing,PG-7089,Dummy data for student testing
4/24/2025,2025,4,OP-2025-001,Site A,Animal,Weaned Pig Purchase,Weaned Pig Purchase expense,415.61,unit,38.98,16200.48,Farm Services LLC,Finishing,PG-5440,Dummy data for student testing
10/29/2025,2025,10,OP-2025-001,Site B,Facilities,Utilities,Utilities expense,300.7,unit,42.37,12740.66,Utility Provider,Gilt Development,PG-9125,Dummy data for student testing
8/8/2025,2025,8,OP-2025-001,Site A,Animal,Gilt Development,Gilt Development expense,302.87,unit,14.66,4440.07,AgriFeed Co,Breeding,PG-7924,Dummy data for student testing
3/14/2025,2025,3,OP-2025-001,Site B,Labor,Hourly Labor,Hourly Labor expense,145.05,unit,5.36,777.47,Utility Provider,Nursery,PG-2667,Dummy data for student testing
4/12/2025,2025,4,OP-2025-001,Site C,Health,Vaccines,Vaccines expense,450.79,unit,39.57,17837.76,Midwest Transport,Breeding,PG-6450,Dummy data for student testing
5/9/2025,2025,5,OP-2025-001,Site A,Transportation,Market Delivery,Market Delivery expense,324.89,unit,15.11,4909.09,Farm Services LLC,Nursery,PG-5806,Dummy data for student testing
5/23/2025,2025,5,OP-2025-001,Site A,Labor,Payroll Burden,Payroll Burden expense,194.89,unit,20.47,3989.4,AgriFeed Co,Finishing,PG-7059,Dummy data for student testing
4/12/2025,2025,4,OP-2025-001,Site B,Animal,Genetics/Semen,Genetics/Semen expense,302.12,unit,30.24,9136.11,VetHealth Inc,Nursery,PG-7228,Dummy data for student testing
10/9/2025,2025,10,OP-2025-001,Site A,Animal,Gilt Development,Gilt Development expense,457.2,unit,36.71,16783.81,Farm Services LLC,Breeding,PG-5399,Dummy data for student testing
10/20/2025,2025,10,OP-2025-001,Site B,Overhead,Professional Services,Professional Services expense,197.79,unit,24.95,4934.86,VetHealth Inc,Gilt Development,PG-7570,Dummy data for student testing
1/21/2025,2025,1,OP-2025-001,Site C,Overhead,Professional Services,Professional Services expense,4.77,unit,29.31,139.81,AgriFeed Co,Gilt Development,PG-9906,Dummy data for student testing
2/20/2025,2025,2,OP-2025-001,Site B,Overhead,Insurance,Insurance expense,240.11,unit,9.16,2199.41,Utility Provider,Gilt Development,PG-8151,Dummy data for student testing
2/21/2025,2025,2,OP-2025-001,Site B,Transportation,Pig Hauling,Pig Hauling expense,464.87,unit,24.19,11245.21,Farm Services LLC,Nursery,PG-7787,Dummy data for student testing
3/31/2025,2025,3,OP-2025-001,Site B,Feed,Nursery Feed,Nursery Feed expense,91.39,unit,30.81,2815.73,Utility Provider,Finishing,PG-4654,Dummy data for student testing
11/8/2025,2025,11,OP-2025-001,Site B,Feed,Nursery Feed,Nursery Feed expense,93.43,unit,41.34,3862.4,AgriFeed Co,Gilt Development,PG-6495,Dummy data for student testing
6/22/2025,2025,6,OP-2025-001,Site B,Animal,Genetics/Semen,Genetics/Semen expense,475.75,unit,27.27,12973.7,Utility Provider,Nursery,PG-4097,Dummy data for student testing
1/9/2025,2025,1,OP-2025-001,Site B,Overhead,Software & Technology,Software & Technology expense,88.21,unit,16.55,1459.88,AgriFeed Co,Nursery,PG-2316,Dummy data for student testing
3/9/2025,2025,3,OP-2025-001,Site B,Animal,Mortality Disposal,Mortality Disposal expense,411.48,unit,19.36,7966.25,AgriFeed Co,Nursery,PG-6010,Dummy data for student testing
6/13/2025,2025,6,OP-2025-001,Site A,Animal,Weaned Pig Purchase,Weaned Pig Purchase expense,212.55,unit,7.31,1553.74,Midwest Transport,Gilt Development,PG-2249,Dummy data for student testing
6/10/2025,2025,6,OP-2025-001,Site C,Overhead,Insurance,Insurance expense,48.76,unit,1.55,75.58,Midwest Transport,Gilt Development,PG-8622,Dummy data for student testing
6/9/2025,2025,6,OP-2025-001,Site A,Health,Vaccines,Vaccines expense,129.19,unit,28.62,3697.42,AgriFeed Co,Nursery,PG-2343,Dummy data for student testing
10/18/2025,2025,10,OP-2025-001,Site A,Overhead,Insurance,Insurance expense,338.24,unit,20.2,6832.45,AgriFeed Co,Breeding,PG-7602,Dummy data for student testing
